,hd,Station Number,Year Month Day Hour Minutes in YYYY.1,MM.1,DD.1,HH24.1,MI format in Local standard time,Precipitation since last (AWS) observation in mm,Quality of precipitation since last (AWS) observation value,Period over which precipitation since last (AWS) observation is,Air Temperature in degrees Celsius,Quality of air temperature,Wet bulb temperature in degrees Celsius,Quality of Wet bulb temperature,Dew point temperature in degrees Celsius,Quality of dew point temperature,Relative humidity in percentage %,Quality of relative humidity,Vapour pressure in hPa,Quality of vapour pressure,Saturated vapour pressure in hPa,Quality of saturated vapour pressure,Wind (1 minute) speed in km/h,Wind (1 minute) speed quality,Wind (1 minute) direction in degrees true,Wind (1 minute) direction quality,Standard deviation of wind (1 minute),Standard deviation of wind (1 minute) direction quality,Maximum wind gust (over 1 minute) in km/h,Maximum wind gust (over 1 minute) quality,Height of cloud (ceilometer - instantaneous sample 1) in meters,Quality of cloud height (ceilometer - instantaneous sample 1),Height of cloud (ceilometer - instantaneous sample 2) in meters,Quality of cloud height (ceilometer - instantaneous sample 2),Height of cloud (ceilometer - instantaneous sample 3) in meters,Quality of cloud height (ceilometer - instantaneous sample 3),Height of cloud (ceilometer - instantaneous sample 4) in meters,Quality of cloud height (ceilometer - instantaneous sample 4),Height of cloud (ceilometer - instantaneous sample 5) in meters,Quality of cloud height (ceilometer - instantaneous sample 5),Cloud amount for layer 1 (30 minute ceilometer mean) in eighths,Quality of layer 1 cloud amount (30 minute ceilometer mean),Cloud height for layer 1 (30 minute ceilometer mean) in meters,Quality of layer 1 cloud height (30 minute ceilometer mean),Cloud amount for layer 2 (30 minute ceilometer mean) in eighths,Quality of layer 2 cloud amount (30 minute ceilometer mean),Cloud height for layer 2 (30 minute ceilometer mean) in meters,Quality of layer 2 cloud height (30 minute ceilometer mean),Cloud amount for layer 3 (30 minute ceilometer mean) in eighths,Quality of layer 3 cloud amount (30 minute ceilometer mean),Cloud height for layer 3 (30 minute ceilometer mean) in meters,Quality of layer 3 cloud height (30 minute ceilometer mean),* Total amount of cloud in eighths,* Quality of total cloud amount,Mean sea level pressure in hPa,Quality of mean sea level pressure,Station level pressure in hPa,Quality of station level pressure,QNH pressure in hPa,Quality of QNH pressure,#
3796,hd,86282,2018,10,20,15,16,0.0,Y,1,12.8,Y,11.8,Y,10.9,Y,87,Y,13.0,Y,14.8,Y, 13,Y,157,Y,  8,Y, 15,Y,1330,Y,1760,Y,560,Y,  560,Y,     ,F,4,Y,  580,Y,5,Y,  790,Y,7,Y, 1040,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
3797,hd,86282,2018,10,20,15,17,0.0,Y,1,13.0,Y,12.0,Y,11.1,Y,88,Y,13.2,Y,15.0,Y, 13,Y,151,Y,  2,Y, 15,Y,530,Y,530,Y,570,Y,  480,Y,     ,F,4,Y,  580,Y,5,Y,  790,Y,7,Y,  980,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
3798,hd,86282,2018,10,20,15,18,0.0,Y,1,13.0,Y,12.0,Y,11.1,Y,88,Y,13.2,Y,15.0,Y, 15,Y,164,Y,  9,Y, 17,Y,520,Y,570,Y,570,Y, 3060,Y,     ,F,2,Y,  520,Y,5,Y,  670,Y,7,Y,  980,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
3799,hd,86282,2018,10,20,15,19,0.0,Y,1,13.1,Y,12.0,Y,11.0,Y,88,Y,13.1,Y,15.1,Y, 13,Y,157,Y,  7,Y, 17,Y,0,Y,510,Y,500,Y, 1390,Y,     ,F,3,Y,  520,Y,5,Y,  670,Y,7,Y,  980,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
3800,hd,86282,2018,10,20,15,20,0.0,Y,1,13.4,Y,12.2,Y,11.1,Y,86,Y,13.2,Y,15.4,Y, 15,Y,149,Y, 17,Y, 15,Y,1400,Y,0,Y,720,Y,  660,Y,     ,F,2,Y,  520,Y,5,Y,  670,Y,7,Y,  980,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
3801,hd,86282,2018,10,20,15,21,0.0,Y,1,13.3,Y,12.1,Y,11.0,Y,86,Y,13.1,Y,15.3,Y, 15,Y,161,Y,  9,Y, 17,Y,630,Y,580,Y,0,Y,  530,Y,     ,F,3,Y,  520,Y,5,Y,  670,Y,7,Y, 1490,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
3802,hd,86282,2018,10,20,15,22,0.0,Y,1,13.6,Y,12.2,Y,11.0,Y,84,Y,13.1,Y,15.6,Y, 15,Y,149,Y,  3,Y, 22,Y,640,Y,630,Y,540,Y,  530,Y,     ,F,3,Y,  520,Y,5,Y,  670,Y,7,Y, 1490,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
3803,hd,86282,2018,10,20,15,23,0.0,Y,1,13.5,Y,12.1,Y,10.8,Y,84,Y,13.0,Y,15.5,Y, 18,Y,144,Y, 10,Y, 22,Y,530,Y,510,Y,580,Y,  530,Y,     ,F,3,Y,  520,Y,5,Y,  670,Y,7,Y, 1490,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
3804,hd,86282,2018,10,20,15,24,0.0,Y,1,13.6,Y,12.3,Y,11.2,Y,85,Y,13.3,Y,15.6,Y, 18,Y,164,Y,  5,Y, 22,Y,530,Y,570,Y,530,Y,  520,Y,     ,F,3,Y,  520,Y,6,Y,  670,Y,7,Y, 1490,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
3805,hd,86282,2018,10,20,15,25,0.0,Y,1,13.5,Y,12.2,Y,11.0,Y,85,Y,13.1,Y,15.5,Y, 22,Y,148,Y,  9,Y, 26,Y,560,Y,580,Y,560,Y,  560,Y,     ,F,4,Y,  520,Y,6,Y,  670,Y,7,Y, 1010,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
3806,hd,86282,2018,10,20,15,26,0.0,Y,1,13.3,Y,11.9,Y,10.6,Y,84,Y,12.8,Y,15.3,Y, 22,Y,163,Y,  9,Y, 30,Y,590,Y,570,Y,580,Y,  580,Y,     ,F,5,Y,  520,Y,6,Y,  760,Y,7,Y, 1010,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
3807,hd,86282,2018,10,20,15,27,0.0,Y,1,13.2,Y,11.6,Y,10.1,Y,81,Y,12.4,Y,15.2,Y, 22,Y,173,Y,  6,Y, 26,Y,580,Y,630,Y,640,Y,  590,Y,     ,F,5,Y,  520,Y,6,Y,  760,Y,7,Y, 1010,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
3808,hd,86282,2018,10,20,15,28,0.0,Y,1,13.0,Y,11.1,Y,9.3,Y,78,Y,11.7,Y,15.0,Y, 26,Y,178,Y,  7,Y, 30,Y,590,Y,590,Y,630,Y,  670,Y,     ,F,5,Y,  520,Y,6,Y,  760,Y,7,Y, 1010,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
3809,hd,86282,2018,10,20,15,29,0.0,Y,1,13.0,Y,11.1,Y,9.3,Y,78,Y,11.7,Y,15.0,Y, 24,Y,179,Y,  8,Y, 28,Y,630,Y,640,Y,620,Y,  600,Y,     ,F,5,Y,  520,Y,6,Y,  760,Y,7,Y, 1010,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
3810,hd,86282,2018,10,20,15,30,0.0,Y,1,12.9,Y,11.1,Y,9.4,Y,79,Y,11.8,Y,14.9,Y, 24,Y,175,Y,  5,Y, 28,Y,600,Y,580,Y,570,Y,  570,Y,     ,F,5,Y,  520,Y,6,Y,  760,Y,7,Y, 1010,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
3811,hd,86282,2018,10,20,15,31,0.0,Y,1,12.9,Y,10.9,Y,8.9,Y,77,Y,11.4,Y,14.9,Y, 26,Y,169,Y,  6,Y, 30,Y,580,Y,570,Y,590,Y,  600,Y,     ,F,5,Y,  520,Y,6,Y,  760,Y,7,Y, 1010,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
3812,hd,86282,2018,10,20,15,32,0.0,Y,1,12.9,Y,10.9,Y,8.9,Y,77,Y,11.4,Y,14.9,Y, 26,Y,170,Y,  2,Y, 30,Y,1290,Y,1280,Y,1280,Y, 1280,Y,     ,F,5,Y,  520,Y,6,Y,  760,Y,7,Y, 1010,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
3813,hd,86282,2018,10,20,15,33,0.0,Y,1,12.9,Y,10.9,Y,8.9,Y,77,Y,11.4,Y,14.9,Y, 22,Y,170,Y,  3,Y, 26,Y,1250,Y,1250,Y,750,Y,  750,Y,     ,F,5,Y,  520,Y,5,Y,  760,Y,7,Y, 1340,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
3814,hd,86282,2018,10,20,15,34,0.0,Y,1,13.0,Y,10.9,Y,8.8,Y,76,Y,11.3,Y,15.0,Y, 17,Y,172,Y,  3,Y, 21,Y,770,Y,760,Y,1570,Y, 1670,Y,     ,F,5,Y,  520,Y,6,Y,  850,Y,7,Y, 1280,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
3815,hd,86282,2018,10,20,15,35,0.0,Y,1,13.0,Y,10.9,Y,8.8,Y,76,Y,11.3,Y,15.0,Y, 18,Y,172,Y, 11,Y, 21,Y,1740,Y,1790,Y,1860,Y, 1900,Y,     ,F,5,Y,  580,Y,6,Y,  980,Y,7,Y, 1280,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
3816,hd,86282,2018,10,20,15,36,0.0,Y,1,13.0,Y,11.0,Y,9.1,Y,77,Y,11.6,Y,15.0,Y, 21,Y,167,Y,  3,Y, 22,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,5,Y,  580,Y,5,Y,  980,Y,7,Y, 1740,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
3817,hd,86282,2018,10,20,15,37,0.0,Y,1,13.1,Y,11.0,Y,9.0,Y,76,Y,11.5,Y,15.1,Y, 17,Y,178,Y,  6,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,4,Y,  580,Y,5,Y,  980,Y,7,Y, 1740,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
3818,hd,86282,2018,10,20,15,38,0.0,Y,1,13.5,Y,11.4,Y,9.4,Y,76,Y,11.8,Y,15.5,Y, 21,Y,188,Y,  5,Y, 22,Y,0,Y,0,Y,1640,Y, 1620,Y,     ,F,4,Y,  580,Y,5,Y,  980,Y,6,Y, 1740,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
3819,hd,86282,2018,10,20,15,39,0.0,Y,1,13.6,Y,11.5,Y,9.5,Y,76,Y,11.9,Y,15.6,Y, 18,Y,187,Y,  4,Y, 22,Y,1540,Y,1530,Y,1530,Y, 1540,Y,     ,F,4,Y,  580,Y,5,Y, 1280,Y,6,Y, 1650,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
3820,hd,86282,2018,10,20,15,40,0.0,Y,1,13.6,Y,11.5,Y,9.5,Y,76,Y,11.9,Y,15.6,Y, 17,Y,186,Y,  6,Y, 18,Y,680,Y,660,Y,660,Y, 1540,Y,     ,F,4,Y,  580,Y,5,Y, 1280,Y,6,Y, 1650,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
3821,hd,86282,2018,10,20,15,41,0.0,Y,1,13.7,Y,11.6,Y,9.6,Y,76,Y,12.0,Y,15.7,Y, 17,Y,185,Y,  5,Y, 21,Y,1560,Y,1580,Y,610,Y,  610,Y,     ,F,4,Y,  580,Y,5,Y, 1220,Y,6,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3822,hd,86282,2018,10,20,15,42,0.0,Y,1,13.7,Y,11.7,Y,9.8,Y,76,Y,12.1,Y,15.7,Y, 15,Y,178,Y, 10,Y, 17,Y,1540,Y,1550,Y,1580,Y, 1690,Y,     ,F,4,Y,  580,Y,4,Y, 1220,Y,6,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3823,hd,86282,2018,10,20,15,43,0.0,Y,1,13.7,Y,11.5,Y,9.4,Y,75,Y,11.8,Y,15.7,Y, 18,Y,178,Y,  7,Y, 22,Y,1700,Y,1630,Y,1610,Y, 1870,Y,     ,F,4,Y,  580,Y,4,Y, 1220,Y,6,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3824,hd,86282,2018,10,20,15,44,0.0,Y,1,13.8,Y,11.7,Y,9.7,Y,76,Y,12.0,Y,15.8,Y, 15,Y,175,Y,  6,Y, 18,Y,1650,Y,1630,Y,1730,Y, 1790,Y,     ,F,3,Y,  580,Y,4,Y, 1310,Y,6,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3825,hd,86282,2018,10,20,15,45,0.0,Y,1,13.7,Y,11.6,Y,9.6,Y,76,Y,12.0,Y,15.7,Y, 15,Y,163,Y,  8,Y, 17,Y,1780,Y,1670,Y,1640,Y, 1640,Y,     ,F,3,Y,  580,Y,6,Y, 1650,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3826,hd,86282,2018,10,20,15,46,0.0,Y,1,13.8,Y,11.7,Y,9.7,Y,76,Y,12.0,Y,15.8,Y, 13,Y,190,Y,  2,Y, 15,Y,780,Y,760,Y,700,Y,  700,Y,     ,F,3,Y,  580,Y,6,Y, 1650,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3827,hd,86282,2018,10,20,15,47,0.0,Y,1,13.9,Y,11.8,Y,9.8,Y,76,Y,12.1,Y,15.9,Y, 11,Y,172,Y, 12,Y, 15,Y,700,Y,710,Y,1660,Y, 1690,Y,     ,F,3,Y,  580,Y,6,Y, 1650,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3828,hd,86282,2018,10,20,15,48,0.0,Y,1,14.0,Y,11.9,Y,10.0,Y,76,Y,12.3,Y,16.0,Y, 17,Y,161,Y,  5,Y, 21,Y,1750,Y,1720,Y,0,Y,  740,Y,     ,F,2,Y,  580,Y,3,Y,  700,Y,6,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3829,hd,86282,2018,10,20,15,49,0.0,Y,1,14.3,Y,12.3,Y,10.5,Y,78,Y,12.7,Y,16.3,Y, 18,Y,160,Y,  6,Y, 21,Y,730,Y,0,Y,0,Y,    0,Y,     ,F,2,Y,  580,Y,3,Y,  700,Y,6,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3830,hd,86282,2018,10,20,15,50,0.0,Y,1,14.1,Y,12.0,Y,10.1,Y,77,Y,12.4,Y,16.1,Y, 17,Y,158,Y,  5,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,2,Y,  580,Y,3,Y,  700,Y,6,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3831,hd,86282,2018,10,20,15,51,0.0,Y,1,13.9,Y,11.8,Y,9.8,Y,76,Y,12.1,Y,15.9,Y, 17,Y,164,Y, 10,Y, 17,Y,0,Y,700,Y,740,Y,    0,Y,     ,F,2,Y,  580,Y,3,Y,  700,Y,6,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3832,hd,86282,2018,10,20,15,52,0.0,Y,1,13.8,Y,11.4,Y,9.1,Y,74,Y,11.6,Y,15.8,Y, 15,Y,183,Y,  5,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,2,Y,  580,Y,3,Y,  700,Y,5,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3833,hd,86282,2018,10,20,15,53,0.0,Y,1,13.8,Y,11.6,Y,9.5,Y,75,Y,11.9,Y,15.8,Y, 15,Y,159,Y,  9,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,1,Y,  580,Y,3,Y,  700,Y,5,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3834,hd,86282,2018,10,20,15,54,0.0,Y,1,13.9,Y,11.8,Y,9.8,Y,76,Y,12.1,Y,15.9,Y, 13,Y,157,Y, 10,Y, 15,Y,0,Y,1780,Y,1780,Y, 1760,Y,     ,F,1,Y,  580,Y,2,Y,  700,Y,5,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3835,hd,86282,2018,10,20,15,55,0.0,Y,1,14.0,Y,11.7,Y,9.5,Y,74,Y,11.9,Y,16.0,Y, 13,Y,159,Y,  6,Y, 15,Y,1760,Y,0,Y,0,Y,    0,Y,     ,F,1,Y,  580,Y,2,Y,  700,Y,5,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3836,hd,86282,2018,10,20,15,56,0.0,Y,1,14.3,Y,11.9,Y,9.7,Y,74,Y,12.0,Y,16.3,Y, 13,Y,149,Y,  8,Y, 15,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,1,Y,  580,Y,2,Y,  700,Y,4,Y, 1650,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
3837,hd,86282,2018,10,20,15,57,0.0,Y,1,14.4,Y,12.1,Y,10.0,Y,74,Y,12.3,Y,16.4,Y, 15,Y,159,Y,  9,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,1,Y,  580,Y,1,Y,  700,Y,4,Y, 1650,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
3838,hd,86282,2018,10,20,15,58,0.0,Y,1,14.5,Y,12.1,Y,9.9,Y,74,Y,12.2,Y,16.5,Y, 15,Y,183,Y,  4,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,1,Y,  580,Y,1,Y,  700,Y,4,Y, 1650,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
3839,hd,86282,2018,10,20,15,59,0.0,Y,1,14.2,Y,11.7,Y,9.3,Y,71,Y,11.7,Y,16.2,Y, 15,Y,188,Y,  8,Y, 17,Y,680,Y,670,Y,0,Y,    0,Y,     ,F,1,Y,  580,Y,1,Y,  700,Y,4,Y, 1650,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
3840,hd,86282,2018,10,20,16,0,0.0,Y,1,14.0,Y,11.6,Y,9.3,Y,73,Y,11.7,Y,16.0,Y, 15,Y,176,Y,  3,Y, 17,Y,0,Y,1060,Y,1060,Y,    0,Y,     ,F,1,Y,  700,Y,3,Y, 1650,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3841,hd,86282,2018,10,20,16,1,0.0,Y,1,14.0,Y,11.5,Y,9.1,Y,72,Y,11.6,Y,16.0,Y, 15,Y,165,Y, 10,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,1,Y,  700,Y,3,Y, 1650,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3842,hd,86282,2018,10,20,16,2,0.0,Y,1,13.9,Y,11.6,Y,9.4,Y,73,Y,11.8,Y,15.9,Y, 15,Y,144,Y,  3,Y, 17,Y,0,Y,0,Y,0,Y, 1390,Y,     ,F,1,Y,  700,Y,3,Y, 1650,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3843,hd,86282,2018,10,20,16,3,0.0,Y,1,13.9,Y,11.5,Y,9.2,Y,73,Y,11.6,Y,15.9,Y, 13,Y,151,Y,  5,Y, 15,Y,1370,Y,1370,Y,1350,Y, 1330,Y,     ,F,1,Y,  700,Y,1,Y, 1340,Y,3,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3844,hd,86282,2018,10,20,16,4,0.0,Y,1,13.9,Y,11.3,Y,8.8,Y,71,Y,11.3,Y,15.9,Y, 13,Y,167,Y, 12,Y, 15,Y,1320,Y,1320,Y,1320,Y, 1290,Y,     ,F,1,Y,  700,Y,1,Y, 1340,Y,3,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3845,hd,86282,2018,10,20,16,5,0.0,Y,1,13.9,Y,11.2,Y,8.6,Y,70,Y,11.2,Y,15.9,Y, 13,Y,179,Y,  3,Y, 13,Y,1280,Y,1260,Y,1230,Y, 1080,Y,     ,F,1,Y,  700,Y,2,Y, 1340,Y,3,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3846,hd,86282,2018,10,20,16,6,0.0,Y,1,13.9,Y,11.4,Y,9.0,Y,72,Y,11.5,Y,15.9,Y, 13,Y,190,Y,  5,Y, 13,Y,1070,Y,1070,Y,1090,Y, 1040,Y,     ,F,1,Y,  700,Y,1,Y, 1040,Y,4,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3847,hd,86282,2018,10,20,16,7,0.0,Y,1,13.9,Y,11.1,Y,8.3,Y,69,Y,10.9,Y,15.9,Y, 11,Y,182,Y,  4,Y, 13,Y,980,Y,930,Y,820,Y,  820,Y,     ,F,1,Y,  700,Y,2,Y,  980,Y,4,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3848,hd,86282,2018,10,20,16,8,0.0,Y,1,13.9,Y,11.1,Y,8.3,Y,70,Y,10.9,Y,15.9,Y, 13,Y,188,Y,  4,Y, 15,Y,1220,Y,1240,Y,1260,Y, 1320,Y,     ,F,1,Y,  700,Y,2,Y,  980,Y,5,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3849,hd,86282,2018,10,20,16,9,0.0,Y,1,13.8,Y,11.3,Y,8.9,Y,72,Y,11.4,Y,15.8,Y, 11,Y,181,Y,  7,Y, 13,Y,1300,Y,1350,Y,830,Y, 1390,Y,     ,F,1,Y,  700,Y,1,Y,  850,Y,5,Y, 1650,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3850,hd,86282,2018,10,20,16,10,0.0,Y,1,13.8,Y,11.2,Y,8.7,Y,71,Y,11.2,Y,15.8,Y, 13,Y,178,Y,  4,Y, 17,Y,1330,Y,1300,Y,1270,Y, 1250,Y,     ,F,1,Y,  700,Y,1,Y,  850,Y,4,Y, 1280,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3851,hd,86282,2018,10,20,16,11,0.0,Y,1,13.8,Y,11.1,Y,8.4,Y,70,Y,11.0,Y,15.8,Y, 13,Y,177,Y,  4,Y, 13,Y,1170,Y,1170,Y,1200,Y, 1190,Y,     ,F,1,Y,  760,Y,1,Y, 1040,Y,4,Y, 1280,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3852,hd,86282,2018,10,20,16,12,0.0,Y,1,13.8,Y,11.1,Y,8.4,Y,71,Y,11.0,Y,15.8,Y, 11,Y,176,Y,  7,Y, 13,Y,1200,Y,1190,Y,1160,Y, 1090,Y,     ,F,1,Y,  700,Y,1,Y,  850,Y,4,Y, 1280,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
3853,hd,86282,2018,10,20,16,13,0.0,Y,1,13.7,Y,11.0,Y,8.3,Y,70,Y,10.9,Y,15.7,Y, 13,Y,181,Y,  4,Y, 17,Y,1160,Y,1180,Y,1150,Y, 1150,Y,     ,F,1,Y,  760,Y,3,Y, 1130,Y,4,Y, 1280,Y, , ,1015.6,Y,1001.4,Y,1015.6,Y,#
3854,hd,86282,2018,10,20,16,14,0.0,Y,1,13.6,Y,11.1,Y,8.6,Y,72,Y,11.2,Y,15.6,Y, 15,Y,183,Y,  7,Y, 18,Y,1160,Y,930,Y,920,Y,  920,Y,     ,F,1,Y,  700,Y,1,Y,  880,Y,4,Y, 1130,Y, , ,1015.6,Y,1001.4,Y,1015.6,Y,#
3855,hd,86282,2018,10,20,16,15,0.0,Y,1,13.6,Y,11.1,Y,8.6,Y,72,Y,11.2,Y,15.6,Y, 15,Y,184,Y,  5,Y, 17,Y,930,Y,930,Y,870,Y,  850,Y,     ,F,1,Y,  700,Y,1,Y,  880,Y,4,Y, 1130,Y, , ,1015.7,Y,1001.5,Y,1015.7,Y,#
3856,hd,86282,2018,10,20,16,16,0.0,Y,1,13.5,Y,10.9,Y,8.3,Y,71,Y,10.9,Y,15.5,Y, 15,Y,199,Y,  8,Y, 17,Y,860,Y,870,Y,840,Y,  850,Y,     ,F,1,Y,  880,Y,3,Y, 1130,Y,4,Y, 1280,Y, , ,1015.8,Y,1001.6,Y,1015.8,Y,#
3857,hd,86282,2018,10,20,16,17,0.0,Y,1,13.4,Y,11.1,Y,8.9,Y,74,Y,11.4,Y,15.4,Y, 18,Y,210,Y,  9,Y, 24,Y,830,Y,830,Y,810,Y,  820,Y,     ,F,1,Y,  880,Y,3,Y, 1130,Y,5,Y, 1280,Y, , ,1016.0,Y,1001.8,Y,1016.0,Y,#
3858,hd,86282,2018,10,20,16,18,0.0,Y,1,12.9,Y,10.9,Y,8.9,Y,76,Y,11.4,Y,14.9,Y, 24,Y,218,Y,  8,Y, 28,Y,820,Y,810,Y,790,Y,  790,Y,     ,F,2,Y,  820,Y,4,Y, 1130,Y,5,Y, 1280,Y, , ,1016.1,Y,1001.9,Y,1016.1,Y,#
3859,hd,86282,2018,10,20,16,19,0.6,Y,1,12.2,Y,10.6,Y,9.0,Y,80,Y,11.5,Y,14.2,Y, 30,Y,223,Y,  8,Y, 35,Y,700,Y,740,Y,850,Y,  980,Y,     ,F,2,Y,  820,Y,2,Y,  910,Y,4,Y, 1130,Y, , ,1016.1,Y,1001.9,Y,1016.1,Y,#
3860,hd,86282,2018,10,20,16,20,0.4,Y,1,11.6,Y,10.1,Y,8.6,Y,82,Y,11.2,Y,13.7,Y, 31,Y,229,Y, 10,Y, 37,Y,1100,Y,1230,Y,1260,Y, 1280,Y,     ,F,2,Y,  820,Y,2,Y,  910,Y,5,Y, 1130,Y, , ,1016.2,Y,1002.0,Y,1016.2,Y,#
3861,hd,86282,2018,10,20,16,21,0.6,Y,1,11.2,Y,9.9,Y,8.6,Y,84,Y,11.2,Y,13.3,Y, 33,Y,241,Y,  5,Y, 37,Y,1300,Y,1340,Y,1270,Y,  630,Y,     ,F,2,Y,  760,Y,2,Y,  910,Y,4,Y, 1130,Y, , ,1016.2,Y,1002.0,Y,1016.2,Y,#
3862,hd,86282,2018,10,20,16,22,0.6,Y,1,10.9,Y,9.7,Y,8.5,Y,85,Y,11.1,Y,13.0,Y, 33,Y,235,Y,  7,Y, 37,Y,670,Y,1060,Y,620,Y,  610,Y,     ,F,1,Y,  670,Y,3,Y,  850,Y,4,Y, 1130,Y, , ,1016.2,Y,1002.0,Y,1016.2,Y,#
3863,hd,86282,2018,10,20,16,23,0.2,Y,1,10.8,Y,9.5,Y,8.1,Y,84,Y,10.8,Y,13.0,Y, 31,Y,238,Y,  8,Y, 37,Y,1130,Y,1490,Y,1530,Y, 1450,Y,     ,F,1,Y,  670,Y,3,Y,  850,Y,4,Y, 1130,Y, , ,1016.1,Y,1001.9,Y,1016.1,Y,#
3864,hd,86282,2018,10,20,16,24,0.0,Y,1,10.7,Y,9.5,Y,8.3,Y,85,Y,10.9,Y,12.9,Y, 24,Y,239,Y,  4,Y, 28,Y,1520,Y,1630,Y,760,Y,  720,Y,     ,F,1,Y,  610,Y,3,Y,  850,Y,4,Y, 1130,Y, , ,1016.1,Y,1001.9,Y,1016.1,Y,#
3865,hd,86282,2018,10,20,16,25,0.0,Y,1,10.7,Y,9.6,Y,8.5,Y,86,Y,11.1,Y,12.9,Y, 28,Y,239,Y,  6,Y, 31,Y,1730,Y,770,Y,620,Y,  650,Y,     ,F,1,Y,  670,Y,3,Y,  850,Y,4,Y, 1130,Y, , ,1016.2,Y,1002.0,Y,1016.2,Y,#
