,hd,Station Number,Year Month Day Hour Minutes in YYYY.1,MM.1,DD.1,HH24.1,MI format in Local standard time,Precipitation since last (AWS) observation in mm,Quality of precipitation since last (AWS) observation value,Period over which precipitation since last (AWS) observation is,Air Temperature in degrees Celsius,Quality of air temperature,Wet bulb temperature in degrees Celsius,Quality of Wet bulb temperature,Dew point temperature in degrees Celsius,Quality of dew point temperature,Relative humidity in percentage %,Quality of relative humidity,Vapour pressure in hPa,Quality of vapour pressure,Saturated vapour pressure in hPa,Quality of saturated vapour pressure,Wind (1 minute) speed in km/h,Wind (1 minute) speed quality,Wind (1 minute) direction in degrees true,Wind (1 minute) direction quality,Standard deviation of wind (1 minute),Standard deviation of wind (1 minute) direction quality,Maximum wind gust (over 1 minute) in km/h,Maximum wind gust (over 1 minute) quality,Height of cloud (ceilometer - instantaneous sample 1) in meters,Quality of cloud height (ceilometer - instantaneous sample 1),Height of cloud (ceilometer - instantaneous sample 2) in meters,Quality of cloud height (ceilometer - instantaneous sample 2),Height of cloud (ceilometer - instantaneous sample 3) in meters,Quality of cloud height (ceilometer - instantaneous sample 3),Height of cloud (ceilometer - instantaneous sample 4) in meters,Quality of cloud height (ceilometer - instantaneous sample 4),Height of cloud (ceilometer - instantaneous sample 5) in meters,Quality of cloud height (ceilometer - instantaneous sample 5),Cloud amount for layer 1 (30 minute ceilometer mean) in eighths,Quality of layer 1 cloud amount (30 minute ceilometer mean),Cloud height for layer 1 (30 minute ceilometer mean) in meters,Quality of layer 1 cloud height (30 minute ceilometer mean),Cloud amount for layer 2 (30 minute ceilometer mean) in eighths,Quality of layer 2 cloud amount (30 minute ceilometer mean),Cloud height for layer 2 (30 minute ceilometer mean) in meters,Quality of layer 2 cloud height (30 minute ceilometer mean),Cloud amount for layer 3 (30 minute ceilometer mean) in eighths,Quality of layer 3 cloud amount (30 minute ceilometer mean),Cloud height for layer 3 (30 minute ceilometer mean) in meters,Quality of layer 3 cloud height (30 minute ceilometer mean),* Total amount of cloud in eighths,* Quality of total cloud amount,Mean sea level pressure in hPa,Quality of mean sea level pressure,Station level pressure in hPa,Quality of station level pressure,QNH pressure in hPa,Quality of QNH pressure,#
1436,hd,66062,2018,10,18,23,56,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.4,Y,1012.6,Y,1017.4,Y,#
1437,hd,66062,2018,10,18,23,57,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.4,Y,1012.6,Y,1017.4,Y,#
1438,hd,66062,2018,10,18,23,58,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1439,hd,66062,2018,10,18,23,59,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1440,hd,66062,2018,10,19,0,0,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1441,hd,66062,2018,10,19,0,1,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1442,hd,66062,2018,10,19,0,2,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1443,hd,66062,2018,10,19,0,3,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1444,hd,66062,2018,10,19,0,4,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1445,hd,66062,2018,10,19,0,5,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1446,hd,66062,2018,10,19,0,6,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1447,hd,66062,2018,10,19,0,7,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1448,hd,66062,2018,10,19,0,8,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1449,hd,66062,2018,10,19,0,9,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1450,hd,66062,2018,10,19,0,10,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1451,hd,66062,2018,10,19,0,11,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1452,hd,66062,2018,10,19,0,12,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1453,hd,66062,2018,10,19,0,13,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1454,hd,66062,2018,10,19,0,14,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1455,hd,66062,2018,10,19,0,15,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1456,hd,66062,2018,10,19,0,16,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1457,hd,66062,2018,10,19,0,17,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1458,hd,66062,2018,10,19,0,18,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1459,hd,66062,2018,10,19,0,19,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1460,hd,66062,2018,10,19,0,20,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1461,hd,66062,2018,10,19,0,21,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.3,Y,1012.5,Y,1017.3,Y,#
1462,hd,66062,2018,10,19,0,22,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1463,hd,66062,2018,10,19,0,23,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1464,hd,66062,2018,10,19,0,24,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1465,hd,66062,2018,10,19,0,25,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1466,hd,66062,2018,10,19,0,26,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1467,hd,66062,2018,10,19,0,27,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1468,hd,66062,2018,10,19,0,28,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1469,hd,66062,2018,10,19,0,29,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1470,hd,66062,2018,10,19,0,30,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1471,hd,66062,2018,10,19,0,31,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1472,hd,66062,2018,10,19,0,32,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1473,hd,66062,2018,10,19,0,33,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1474,hd,66062,2018,10,19,0,34,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1475,hd,66062,2018,10,19,0,35,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1476,hd,66062,2018,10,19,0,36,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.2,Y,1012.4,Y,1017.2,Y,#
1477,hd,66062,2018,10,19,0,37,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.1,Y,1012.3,Y,1017.1,Y,#
1478,hd,66062,2018,10,19,0,38,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.1,Y,1012.3,Y,1017.1,Y,#
1479,hd,66062,2018,10,19,0,39,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.1,Y,1012.3,Y,1017.1,Y,#
1480,hd,66062,2018,10,19,0,40,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.1,Y,1012.3,Y,1017.1,Y,#
1481,hd,66062,2018,10,19,0,41,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.1,Y,1012.3,Y,1017.1,Y,#
1482,hd,66062,2018,10,19,0,42,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.1,Y,1012.3,Y,1017.1,Y,#
1483,hd,66062,2018,10,19,0,43,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.1,Y,1012.3,Y,1017.1,Y,#
1484,hd,66062,2018,10,19,0,44,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.1,Y,1012.3,Y,1017.1,Y,#
1485,hd,66062,2018,10,19,0,45,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.1,Y,1012.3,Y,1017.1,Y,#
1486,hd,66062,2018,10,19,0,46,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.0,Y,1012.2,Y,1017.0,Y,#
1487,hd,66062,2018,10,19,0,47,0.0,Y,1,18.6,Y, 17.3,Y,16.4,Y,87,Y,18.7,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.0,Y,1012.2,Y,1017.0,Y,#
1488,hd,66062,2018,10,19,0,48,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.0,Y,1012.2,Y,1017.0,Y,#
1489,hd,66062,2018,10,19,0,49,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1017.0,Y,1012.2,Y,1017.0,Y,#
1490,hd,66062,2018,10,19,0,50,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.9,Y,1012.1,Y,1016.9,Y,#
1491,hd,66062,2018,10,19,0,51,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.9,Y,1012.1,Y,1016.9,Y,#
1492,hd,66062,2018,10,19,0,52,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.9,Y,1012.1,Y,1016.9,Y,#
1493,hd,66062,2018,10,19,0,53,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.9,Y,1012.1,Y,1016.9,Y,#
1494,hd,66062,2018,10,19,0,54,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.9,Y,1012.1,Y,1016.9,Y,#
1495,hd,66062,2018,10,19,0,55,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.9,Y,1012.1,Y,1016.9,Y,#
1496,hd,66062,2018,10,19,0,56,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.9,Y,1012.1,Y,1016.9,Y,#
1497,hd,66062,2018,10,19,0,57,0.0,Y,1,18.5,Y, 17.1,Y,16.1,Y,86,Y,18.3,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.8,Y,1012.0,Y,1016.8,Y,#
1498,hd,66062,2018,10,19,0,58,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.8,Y,1012.0,Y,1016.8,Y,#
1499,hd,66062,2018,10,19,0,59,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.8,Y,1012.0,Y,1016.8,Y,#
1500,hd,66062,2018,10,19,1,0,0.0,Y,1,18.5,Y, 17.1,Y,16.1,Y,86,Y,18.3,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.8,Y,1012.0,Y,1016.8,Y,#
1501,hd,66062,2018,10,19,1,1,0.0,Y,1,18.5,Y, 17.1,Y,16.1,Y,86,Y,18.3,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.8,Y,1012.0,Y,1016.8,Y,#
1502,hd,66062,2018,10,19,1,2,0.0,Y,1,18.5,Y, 17.1,Y,16.1,Y,86,Y,18.3,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.8,Y,1012.0,Y,1016.8,Y,#
1503,hd,66062,2018,10,19,1,3,0.0,Y,1,18.5,Y, 17.1,Y,16.1,Y,86,Y,18.3,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.8,Y,1012.0,Y,1016.8,Y,#
1504,hd,66062,2018,10,19,1,4,0.0,Y,1,18.5,Y, 17.1,Y,16.1,Y,86,Y,18.3,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.8,Y,1012.0,Y,1016.8,Y,#
1505,hd,66062,2018,10,19,1,5,0.0,Y,1,18.5,Y, 17.1,Y,16.1,Y,86,Y,18.3,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.8,Y,1012.0,Y,1016.8,Y,#
1506,hd,66062,2018,10,19,1,6,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.8,Y,1012.0,Y,1016.8,Y,#
1507,hd,66062,2018,10,19,1,7,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.7,Y,1011.9,Y,1016.7,Y,#
1508,hd,66062,2018,10,19,1,8,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.7,Y,1011.9,Y,1016.7,Y,#
1509,hd,66062,2018,10,19,1,9,0.0,Y,1,18.5,Y, 17.1,Y,16.1,Y,86,Y,18.3,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.7,Y,1011.9,Y,1016.7,Y,#
1510,hd,66062,2018,10,19,1,10,0.0,Y,1,18.5,Y, 17.1,Y,16.1,Y,86,Y,18.3,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1016.7,Y,1011.9,Y,1016.7,Y,#
