,hd,Station Number,Year Month Day Hour Minutes in YYYY.1,MM.1,DD.1,HH24.1,MI format in Local standard time,Precipitation since last (AWS) observation in mm,Quality of precipitation since last (AWS) observation value,Period over which precipitation since last (AWS) observation is,Air Temperature in degrees Celsius,Quality of air temperature,Wet bulb temperature in degrees Celsius,Quality of Wet bulb temperature,Dew point temperature in degrees Celsius,Quality of dew point temperature,Relative humidity in percentage %,Quality of relative humidity,Vapour pressure in hPa,Quality of vapour pressure,Saturated vapour pressure in hPa,Quality of saturated vapour pressure,Wind (1 minute) speed in km/h,Wind (1 minute) speed quality,Wind (1 minute) direction in degrees true,Wind (1 minute) direction quality,Standard deviation of wind (1 minute),Standard deviation of wind (1 minute) direction quality,Maximum wind gust (over 1 minute) in km/h,Maximum wind gust (over 1 minute) quality,Height of cloud (ceilometer - instantaneous sample 1) in meters,Quality of cloud height (ceilometer - instantaneous sample 1),Height of cloud (ceilometer - instantaneous sample 2) in meters,Quality of cloud height (ceilometer - instantaneous sample 2),Height of cloud (ceilometer - instantaneous sample 3) in meters,Quality of cloud height (ceilometer - instantaneous sample 3),Height of cloud (ceilometer - instantaneous sample 4) in meters,Quality of cloud height (ceilometer - instantaneous sample 4),Height of cloud (ceilometer - instantaneous sample 5) in meters,Quality of cloud height (ceilometer - instantaneous sample 5),Cloud amount for layer 1 (30 minute ceilometer mean) in eighths,Quality of layer 1 cloud amount (30 minute ceilometer mean),Cloud height for layer 1 (30 minute ceilometer mean) in meters,Quality of layer 1 cloud height (30 minute ceilometer mean),Cloud amount for layer 2 (30 minute ceilometer mean) in eighths,Quality of layer 2 cloud amount (30 minute ceilometer mean),Cloud height for layer 2 (30 minute ceilometer mean) in meters,Quality of layer 2 cloud height (30 minute ceilometer mean),Cloud amount for layer 3 (30 minute ceilometer mean) in eighths,Quality of layer 3 cloud amount (30 minute ceilometer mean),Cloud height for layer 3 (30 minute ceilometer mean) in meters,Quality of layer 3 cloud height (30 minute ceilometer mean),* Total amount of cloud in eighths,* Quality of total cloud amount,Mean sea level pressure in hPa,Quality of mean sea level pressure,Station level pressure in hPa,Quality of station level pressure,QNH pressure in hPa,Quality of QNH pressure,#
0,hd,66062,2018,10,18,0,0,0.0,Y,1,18.9,Y, 17.7,Y,16.9,Y,88,Y,19.3,Y,21.8,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.9,Y,1011.1,Y,1015.9,Y,#
1,hd,66062,2018,10,18,0,1,0.0,Y,1,18.9,Y, 17.7,Y,16.9,Y,88,Y,19.3,Y,21.8,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.9,Y,1011.1,Y,1015.9,Y,#
2,hd,66062,2018,10,18,0,2,0.0,Y,1,18.8,Y, 17.6,Y,16.8,Y,88,Y,19.1,Y,21.7,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.9,Y,1011.1,Y,1015.9,Y,#
3,hd,66062,2018,10,18,0,3,0.0,Y,1,18.8,Y, 17.6,Y,16.8,Y,88,Y,19.1,Y,21.7,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.9,Y,1011.1,Y,1015.9,Y,#
4,hd,66062,2018,10,18,0,4,0.0,Y,1,18.7,Y, 17.4,Y,16.5,Y,87,Y,18.8,Y,21.6,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.9,Y,1011.1,Y,1015.9,Y,#
5,hd,66062,2018,10,18,0,5,0.0,Y,1,18.7,Y, 17.5,Y,16.7,Y,88,Y,19.0,Y,21.6,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.9,Y,1011.1,Y,1015.9,Y,#
6,hd,66062,2018,10,18,0,6,0.0,Y,1,18.7,Y, 17.5,Y,16.7,Y,88,Y,19.0,Y,21.6,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.8,Y,1011.0,Y,1015.8,Y,#
7,hd,66062,2018,10,18,0,7,0.0,Y,1,18.7,Y, 17.5,Y,16.7,Y,88,Y,19.0,Y,21.6,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.8,Y,1011.0,Y,1015.8,Y,#
8,hd,66062,2018,10,18,0,8,0.0,Y,1,18.7,Y, 17.5,Y,16.7,Y,88,Y,19.0,Y,21.6,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.8,Y,1011.0,Y,1015.8,Y,#
9,hd,66062,2018,10,18,0,9,0.0,Y,1,18.7,Y, 17.5,Y,16.7,Y,88,Y,19.0,Y,21.6,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.8,Y,1011.0,Y,1015.8,Y,#
10,hd,66062,2018,10,18,0,10,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.8,Y,1011.0,Y,1015.8,Y,#
11,hd,66062,2018,10,18,0,11,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.8,Y,1011.0,Y,1015.8,Y,#
12,hd,66062,2018,10,18,0,12,0.0,Y,1,18.7,Y, 17.5,Y,16.7,Y,88,Y,19.0,Y,21.6,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.8,Y,1011.0,Y,1015.8,Y,#
13,hd,66062,2018,10,18,0,13,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.8,Y,1011.0,Y,1015.8,Y,#
14,hd,66062,2018,10,18,0,14,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.8,Y,1011.0,Y,1015.8,Y,#
15,hd,66062,2018,10,18,0,15,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
16,hd,66062,2018,10,18,0,16,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
17,hd,66062,2018,10,18,0,17,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
18,hd,66062,2018,10,18,0,18,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
19,hd,66062,2018,10,18,0,19,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
20,hd,66062,2018,10,18,0,20,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
21,hd,66062,2018,10,18,0,21,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
22,hd,66062,2018,10,18,0,22,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
23,hd,66062,2018,10,18,0,23,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
24,hd,66062,2018,10,18,0,24,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
25,hd,66062,2018,10,18,0,25,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
26,hd,66062,2018,10,18,0,26,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
27,hd,66062,2018,10,18,0,27,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
28,hd,66062,2018,10,18,0,28,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
29,hd,66062,2018,10,18,0,29,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
30,hd,66062,2018,10,18,0,30,0.0,Y,1,18.5,Y, 17.3,Y,16.5,Y,88,Y,18.8,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
31,hd,66062,2018,10,18,0,31,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
32,hd,66062,2018,10,18,0,32,0.0,Y,1,18.6,Y, 17.4,Y,16.6,Y,88,Y,18.9,Y,21.4,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.7,Y,1010.9,Y,1015.7,Y,#
33,hd,66062,2018,10,18,0,33,0.0,Y,1,18.5,Y, 17.3,Y,16.5,Y,88,Y,18.8,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
34,hd,66062,2018,10,18,0,34,0.0,Y,1,18.5,Y, 17.3,Y,16.5,Y,88,Y,18.8,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
35,hd,66062,2018,10,18,0,35,0.0,Y,1,18.5,Y, 17.3,Y,16.5,Y,88,Y,18.8,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
36,hd,66062,2018,10,18,0,36,0.0,Y,1,18.5,Y, 17.3,Y,16.5,Y,88,Y,18.8,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
37,hd,66062,2018,10,18,0,37,0.0,Y,1,18.5,Y, 17.3,Y,16.5,Y,88,Y,18.8,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
38,hd,66062,2018,10,18,0,38,0.0,Y,1,18.5,Y, 17.3,Y,16.5,Y,88,Y,18.8,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
39,hd,66062,2018,10,18,0,39,0.0,Y,1,18.5,Y, 17.3,Y,16.5,Y,88,Y,18.8,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
40,hd,66062,2018,10,18,0,40,0.0,Y,1,18.4,Y, 17.2,Y,16.4,Y,88,Y,18.7,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
41,hd,66062,2018,10,18,0,41,0.0,Y,1,18.4,Y, 17.2,Y,16.4,Y,88,Y,18.7,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
42,hd,66062,2018,10,18,0,42,0.0,Y,1,18.4,Y, 17.2,Y,16.4,Y,88,Y,18.7,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
43,hd,66062,2018,10,18,0,43,0.0,Y,1,18.4,Y, 17.2,Y,16.4,Y,88,Y,18.7,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.6,Y,1010.8,Y,1015.6,Y,#
44,hd,66062,2018,10,18,0,44,0.0,Y,1,18.4,Y, 17.2,Y,16.4,Y,88,Y,18.7,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
45,hd,66062,2018,10,18,0,45,0.0,Y,1,18.5,Y, 17.3,Y,16.5,Y,88,Y,18.8,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
46,hd,66062,2018,10,18,0,46,0.0,Y,1,18.5,Y, 17.2,Y,16.3,Y,87,Y,18.5,Y,21.3,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
47,hd,66062,2018,10,18,0,47,0.0,Y,1,18.4,Y, 17.2,Y,16.4,Y,88,Y,18.7,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
48,hd,66062,2018,10,18,0,48,0.0,Y,1,18.4,Y, 17.2,Y,16.4,Y,88,Y,18.7,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
49,hd,66062,2018,10,18,0,49,0.0,Y,1,18.4,Y, 17.2,Y,16.4,Y,88,Y,18.7,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
50,hd,66062,2018,10,18,0,50,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
51,hd,66062,2018,10,18,0,51,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
52,hd,66062,2018,10,18,0,52,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
53,hd,66062,2018,10,18,0,53,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
54,hd,66062,2018,10,18,0,54,0.0,Y,1,18.4,Y, 17.2,Y,16.4,Y,88,Y,18.7,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
55,hd,66062,2018,10,18,0,55,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
56,hd,66062,2018,10,18,0,56,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
57,hd,66062,2018,10,18,0,57,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
58,hd,66062,2018,10,18,0,58,0.0,Y,1,18.3,Y, 17.0,Y,16.1,Y,87,Y,18.3,Y,21.0,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.5,Y,1010.7,Y,1015.5,Y,#
59,hd,66062,2018,10,18,0,59,0.0,Y,1,18.3,Y, 17.0,Y,16.1,Y,87,Y,18.3,Y,21.0,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
60,hd,66062,2018,10,18,1,0,0.0,Y,1,18.3,Y, 17.0,Y,16.1,Y,87,Y,18.3,Y,21.0,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
61,hd,66062,2018,10,18,1,1,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
62,hd,66062,2018,10,18,1,2,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
63,hd,66062,2018,10,18,1,3,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
64,hd,66062,2018,10,18,1,4,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
65,hd,66062,2018,10,18,1,5,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
66,hd,66062,2018,10,18,1,6,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
67,hd,66062,2018,10,18,1,7,0.0,Y,1,18.4,Y, 17.2,Y,16.4,Y,88,Y,18.7,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
68,hd,66062,2018,10,18,1,8,0.0,Y,1,18.4,Y, 17.1,Y,16.2,Y,87,Y,18.4,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
69,hd,66062,2018,10,18,1,9,0.0,Y,1,18.4,Y, 17.2,Y,16.4,Y,88,Y,18.7,Y,21.2,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
70,hd,66062,2018,10,18,1,10,0.0,Y,1,18.3,Y, 17.0,Y,16.1,Y,87,Y,18.3,Y,21.0,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
71,hd,66062,2018,10,18,1,11,0.0,Y,1,18.3,Y, 17.1,Y,16.3,Y,88,Y,18.5,Y,21.0,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
72,hd,66062,2018,10,18,1,12,0.0,Y,1,18.3,Y, 17.0,Y,16.1,Y,87,Y,18.3,Y,21.0,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
73,hd,66062,2018,10,18,1,13,0.0,Y,1,18.3,Y, 17.1,Y,16.3,Y,88,Y,18.5,Y,21.0,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.3,Y,1010.6,Y,1015.4,Y,#
74,hd,66062,2018,10,18,1,14,0.0,Y,1,18.3,Y, 17.1,Y,16.3,Y,88,Y,18.5,Y,21.0,Y,   ,F,   ,F,   ,F,   ,F,     ,F,     ,F,     ,F,     ,F,     ,F, ,F,     ,F, ,F,     ,F, ,F,     ,F, , ,1015.2,Y,1010.5,Y,1015.3,Y,#
